qa_type,question,q_entity,answer,a_entity,intent
qa,디카페인보다 보통 커피가 더 진한가요?,"디카페인,보통 커피",진하기는 디카페인이랑 커피 둘 다 비슷해요,"디카페인,커피,둘",메뉴문의
qa,디카페인은 카페인이 없는 거예요?,"디카페인,카페인",디카페인은 카페인이 절반 정도 들어간 거예요,"디카페인,카페인,절반",메뉴문의
qa,콜드브루랑 아메리카노랑 뭐가 달라요?,"콜드브루,아메리카노",콜드브루가 디카페인이에요,"콜드브루,디카페인",메뉴문의
qa,콜드브루가 일반 커피보다 맛이 나은가요?,"콜드브루,커피,맛",콜드브루가 일반 커피보다 맛이 연해요,"콜드브루,커피,맛",메뉴문의
qa,콜드브루 라테는 뭐예요?,콜드브루 라떼,콜드 브루 원액에 우유가 들어가는 거예요,"콜드브루,원액,우유",메뉴문의
qa,콜드브루 라테에는 설탕이 많이 들어가나요?,"콜드브루 라떼,설탕","아니요, 설탕은 안 들어가요",설탕,메뉴문의
qa,콜드브루랑 아메리카노랑 뭐가 달라요?,"콜드브루,아메리카노",아메리카노는 그라인더로 바로 내리는 거고 콜드브루는 찬물로 8시간 이상 천천히 내리는 커피예요,,메뉴문의
qa,콜드브루랑 아메리카노랑 뭐가 달라요?,"콜드브루,아메리카노",콜드브루는 찬물로 8시간 이상 천천히 내리는 커피고 아메리카노는 그라인더로 바로 내리는 커피예요,"콜드브루,찬물,커피,아메리카노,그라인더,커피",메뉴문의
qa,아메리카노도 디카페인으로 주문할 수 있어요?,"아메리카노,디카페인,주문","네, 커피 종류는 모두 디카페인 종류로 바꿀 수 있어요","커피,디카페인",메뉴문의
qa,아메리카노보다 맛이 연한 가요?,"아메리카노,맛",아메리카노랑 맛은 비슷한데 조금 연해요,"아메리카노,맛",메뉴문의
qa,디카페인은 뭔가요?,디카페인,카페인이 들어가지 않은 커피예요,"카페인,커피",메뉴문의
qa,오곡 라테는 뭔가요?,오곡 라떼,미숫가루랑 우유에 꿀이 들어가는 거예요,"미숫가루,우유,꿀",메뉴문의
qa,카페 모카가 많이 달아요?,카페 모카,저희 가게 카페 모카는 덜 단 편이에요,"가게,카페 모카",메뉴문의
qa,고구마 라테의 고구마를 오븐에 직접 구워서 하나요?,"고구마 라떼,고구마,오븐","네, 군고구마를 직접 갈아서 만들어요",군고구마,메뉴문의
qa,카페 모카는 뭐예요?,카페 모카,카페 모카는 카페라테에 초코 시럽이 들아가고 많이 달아요,"카페 모카,카페 라떼,초코 시럽",메뉴문의
qa,카푸치노는 뭐예요?,카푸치노,카푸치노는 샷에 우유 들어가고 위에 우유 거품이랑 시나몬 가루가 올라가요,"카푸치노,샷,우유,우유 거품,시나몬,가루",메뉴문의
qa,카페라테는 우유만 들어가나요?,"카페 라떼,우유","네, 카페라테에는 우유만 들어가요",,메뉴문의
qa,카푸치노랑 카페 모카랑 뭐가 다른가요?,"카푸치노,카페 모카","카푸치노는 에스프레소에 우유 넣고 위에 우유 거품, 시나몬을 뿌리고 카페 모카는 라테에 초코시럽이 들어가고 위에 휘핑크림이 올라가요","카푸치노,에스프레소,우유,우유 거품,시나몬,카페 모카,라떼,초코시럽,휘핑 크림",메뉴문의
qa,에스프레소랑 아메리카노의 차이가 뭐예요?,"에스프레소,아메리카노","에스프레소는 샷 원액이고, 아메리카노는 거기에 물을 더 넣어 마시는 음료예요","에스프레소,샷,원액,아메리카노,물,음료",메뉴문의
qa,캐러멜마키아토랑 카페라테의 차이점이 뭐예요?,"카라멜 마끼아또,카페 라떼,차이점",캐러멜마키아토는 라테에서 캐러멜 시럽이 들어간 거고 카페라테는 샷에 우유만 들어가요,"카라멜 마끼아또,라떼,카라멜 시럽,카페 라떼,샷,우유",메뉴문의
qa,유자에이드는 뭐예요?,유자에이드,유자에이드는 사이다가 들어가는 음료예요,"유자에이드,사이다,음료",메뉴문의
qa,화이트 카페 모카하고 캐러멜 카페 모카의 차이점이 뭐예요?,"화이트 카페 모카,카라멜 카페 모카,차이점",화이트 카페 모카는 화이트 파우더가 들어가는데 캐러멜 카페 모카는 캐러멜 시럽이 들어가요,"화이트 카페 모카,화이트 파우더,카라멜 카페 모카,카라멜 시럽",메뉴문의
qa,당도가 어느 정도인가요?,당도,잼이 들어가서 꽤 달아요,잼,메뉴문의
qa,연유 라테는 당도가 어느 정도인가요?,"연유 라떼,당도",라떼애 연유가 들어가서 약간 달달해요,"라떼,연유",메뉴문의
qa,카페라테는 당도가 어느 정도인가요?,"카페 라떼,당도",카페라테는 샷에 우유 밖에 안 들어가서 달지 않아요,"카페 라떼,샷,우유",메뉴문의
qa,아메리카노랑 헤이즐넛 아메리카노의 차이가 뭐예요?,"아메리카노,헤이즐넛 아메리카노",헤이즐넛 아메리카노는 헤이즐넛 시럽이 들어가 조금 더 달아요,"헤이즐넛 아메리카,헤이즐넛 시럽",메뉴문의
qa,에스프레소하고 아메리카노의 차이점은 뭐예요?,"에스프레소,아메리카노",에스프레소는 그냥 커피 원액이고 아메리카노는 그 원액에 물을 타드시는 음료예요,"에스프레소,커피,원액,아메리카노,원액,물,음료",메뉴문의
qa,더치커피하고 허니 더치 라테의 차이점이 있나요?,"더치 커피,허니 더치 라떼",더치커피는 그냥 커피인데 허니 더치 라테는 더치 라테에 원당 시럽을 넣어 달게 드시는 음료예요,"더치 커피,커피,허니 더치 라떼,더치 라떼,원당시럽,음료",메뉴문의
qa,아포가토는 뭐예요?,아포카토,커피 원액이랑 하겐다즈 아이스크림 하나가 딱 올라가는 음식이에요,"커피 원액,하겐다즈 아이스크림,하나,음식",메뉴문의
qa,에스프레소와 콘파냐의 차이가 뭔가요?,"에스프레소,콘파냐","에스프레소는 원액을 말하는 거고, 에스프레소 콘파냐는 그 위에 휘핑크림이 올라가는 거예요.","에스프레소,원액,에스프레소 콘파냐,휘핑크림",메뉴문의
qa,에스프레소에 물이 얼마나 들어가나요?,"에스프레소,물",에스프레소에는 물이 안 들어가고 샷만 추출되는 거예요,"에스프레소,물,샷",메뉴문의
qa,블랙 티랑 프렌치 얼그레이가 어떻게 다른가요?,"블랙티,프렌치 얼그레이",블랙 티와 프렌치 얼그레이는 향이 약간 달라요,"블랙티,프렌치 얼그레이,향",메뉴문의
qa,따뜻한 거는 유자 레몬티밖에 없나요?,유자레몬티,유자 레몬티랑 오렌지 자몽 주스 종류가 있어요,"유자레몬티,오렌지 자몽주스",메뉴문의
qa,유자 레몬티는 뭔가요?,유자레몬티,유자 레몬티 드릴까요?,유자레몬티,메뉴문의
qa,밀크티도 홍차 넣은 거 아닌가요?,"밀키티,홍차",맞아요. 홍차가 약간 들어가요,홍차,메뉴문의
qa,차 종류는 어디에 있어요?,차,차 종류는 이쪽에 있어요,차,메뉴문의
qa,그럼 카페라테랑은 뭐가 다른 건가요?,카페 라떼,"라테는 거품이 적고 우유가 많아서 부드러운데, 카푸치노는 우유가 적어서 상대적으로 더 진해요","잔,라떼,거품,우유,카푸치노,거품,우유",메뉴문의
qa,이 카푸치노는 어떻게 만드는 거예요?,카푸치노,카푸치노는 에스프레소에 우유를 넣고 위에 우유 거품을 올리는 거예요,"카푸치노,에스프레소,우유,우유 거품",메뉴문의
qa,블루베리 주스는 시럽 들어가요?,"블루베리주스,시럽",안 넣고 싶으시면 안 넣어 드립니다,,메뉴문의
qa,카페라테도 커피 들어가요?,"카페라떼,커피",카페라테에는 커피가 들어갑니다,"카페라떼, 커피",메뉴문의
qa,커피가 들어간 거인 가요?,커피,로열밀크티는 커피가 들어가지 않습니다,"로얄밀크티, 커피",메뉴문의
qa,로열밀크티는 뭐예요,로얄밀크티,로열밀크티는 홍차에 티백을 넣은 것입니다,"로얄밀크티, 홍차, 티백",메뉴문의
qa,수삼 주스는 뭐예요?,수삼주스,수삼 갈아서 만든 주스입니다,"수삼, 주스",메뉴문의
qa,생강차는 생강분말 들어가요?,"생강차,생강분말",생강청이 들어갑니다,생강청,메뉴문의
qa,라테 종류 중에 많이 안 단 건 어떤 거예요?,라떼,라테만 안 달고 나머지는 전부 답니다,라떼,메뉴문의
qa,밀크하고 블랙하고 어떻게 틀려요?,"밀크,블랙",밀크는 우유 들어가고 블랙은 물 들어갑니다,"밀크, 우유, 블랙, 물",메뉴문의
qa,청도 만들어서 파나요?,청,매실하고 자몽청 만들어서 판매하고 있습니다,"매실, 자몽청",메뉴문의
qa,그린 라테는 커피 들어가나요?,"그린라떼,커피",그린 라테는 커피 안 들어갑니다,"그린라떼, 커피",메뉴문의
qa,커피 중에 덜 단 게 어떤 거예요?,커피,덜 단 게 라테입니다,라떼,메뉴문의
qa,더치도 뜨겁게도 되나요?,더치,네 더치커피도 뜨겁게 가능합니다,더치커피,메뉴문의
qa,아메리카노하고 더치 아메리카노하고 어떻게 차이가 나요?,"아메리카노,더치아메리카노",아메리카노는 뜨거운 물로 만들고 더 치는 차 카운 물로 만듭니다,"아메리카노, 뜨거운물, 더치, 차가운물",메뉴문의
qa,돌체 라테는 뭔가요?,돌체라떼,카페라테에 연유 넣은 메뉴입니다,"카페라떼, 연유, 메뉴",메뉴문의
qa,따뜻한 음료 어떤 거 있어요?,음료,커피 종류 많이 있습니다,"커피, 종류",메뉴문의
qa,돌체 라테는 뭐예요?,돌체라떼,우유 들어간 커피입니다,"우유, 커피",메뉴문의
qa,따뜻한 음료는 커피 말고 어떤 거 있어요?,"음료,커피",메뉴판 보여드리겠습니다,메뉴판,메뉴문의
qa,생과일인가요?,생과일,퓌레 사용합니다,퓨레,메뉴문의
qa,달지 않은 음료로 과일주스는 있나요?,"음료,과일주스",애플망고 있습니다,애플망고,메뉴문의
qa,커피 종류는 어떤 거 있어요,커피종류,일반 커피류도 있고 비엔나커피도 있습니다,"커피류, 비엔나커피",메뉴문의
qa,메뉴 다 되는 건가요?,메뉴,휘핑 올라가는 거 빼고 다 가능합니다,휘핑,메뉴문의
qa,커피를 캔에 담아주시는 건가요?,"커피,캔",캔에 담아 드릴 수도 있고 원하시면 종이컵에도 담아드립니다,"캔, 종이컵",메뉴문의
qa,얼음 안 들어가는 건?,얼음,얼음 안 들어가는 건 없습니다,얼음,메뉴문의
qa,우유를 들어간 메뉴 있나요?,"우유,메뉴",우유는 메뉴에 전부 들어갑니다,"우유, 메뉴",메뉴문의
qa,커피도 있어요?,커피,커피도 있습니다,커피,메뉴문의
qa,전부 과일인가요?,과일,"네, 생과일주스 집이에요","생과일쥬스, 집",메뉴문의
qa,대만 샌드위치가 뭐예요?,대만샌드위치,"햄, 계란이 들어간 샌드위치입니다","햄, 계란, 샌드위치",메뉴문의
qa,치즈케이크도 있어요,치즈케이크,치크 케이크 있습니다,치즈케이크,메뉴문의
qa,카페모카랑 카푸치노랑 어떻게 달라요?,"카페모카,카푸치노",초코시럽에 모카가 들어갑니다,"초코시럽, 모카",메뉴문의
qa,커피는 로스팅 된 거를 쓰시나요?,"커피,로스팅",로스팅을 되어있는 걸 들고 옵니다,로스팅,메뉴문의
qa,카푸치노도 되나요?,카푸치노,네 카푸치노도 됩니다,카푸치노,메뉴문의
qa,우유가 안 들어간 거는 있나요?,우유,안 들어가는 건 아메리카노뿐입니다,아메리카노,메뉴문의
qa,캐러멜 마키아토에도 우유 들어가나요?,"카라멜마끼야또,우유","네, 들어갑니다",,메뉴문의
qa,땅콩 캐러멜 라테는 땅콩이 들어가나요?,"땅콩카라멜라떼,땅콩",네 땅콩하고 캐러멜 넣은 메뉴입니다,"땅콩, 카라멜",메뉴문의
qa,블루베리 주스 한 잔 주세요,"블루베리 주스,한 잔","네, 블루베리 주스 준비해드리겠습니다",블루베리 주스,메뉴문의
qa,과일 주스는 생과일이에요?,"과일 주스,생과일","네, 과일 주스는 생과일로 제조합니다","과일 주스, 생과일, 제조",메뉴문의
qa,라테 종류는 다 우유가 들어가는 건가요?,"라떼,종류,우유","네, 라테 종류에는 우유가 들어갑니다","라떼, 종류, 우유",메뉴문의
qa,아메리카노 있어요?,아메리카노,"네, 따듯한 아메리카노와 차가운 아메리카노가 있습니다","따뜻, 아메리카노, 차가운, 아메리카노",메뉴문의
qa,에이드 다 생과일로 해주나요?,"에이드,생과일","네, 에이드는 생과일로 제조합니다","에이드, 생과일, 제조",메뉴문의
qa,바닐라 라테는 일반 라테랑 다르죠?,"바닐라 라떼,라떼","네, 바닐라 라테는 유기농 사탕수수 시럽이 들어갑니다","바닐라 라떼, 유기농, 사탕수수 시럽",메뉴문의
qa,아이로 타타 마는 무슨 뜻이에요?,아그로타타마,아이로 타타 마는 콜롬비아 유기농 원두입니다,"아그로타타마, 콜롬비아, 유기농, 원두",메뉴문의
qa,베니스 카푸치노랑 바닐라 카푸치노랑 뭐가 달라요?,"베니스카푸치노,바닐라카푸치노","베니스 카푸치노는 카푸치노 위에 생크림이 올라가고, 바닐라 카푸치노는 카푸치노에 바닐라 시럽이 들어갑니다","베니스카푸치노, 카푸치노, 위, 생크림, 바닐라 카푸치노, 카푸치노, 바닐라 시럽",메뉴문의
qa,말린 과일은 설탕을 넣은 거예요?,"말린 과일,설탕",말린 과일은 100퍼센트 과일입니다,"말린 과일, 100퍼센트, 과일",메뉴문의
qa,메뉴는 누가 만드는 거예요?,메뉴,사장님이 직접 만드십니다,사장님,메뉴문의
qa,아메리카노는 샷이 몇 개 들어가요?,"아메리카노,샷,몇 개",아메리카노에는 샷이 두 개 들어갑니다,"아메리카노, 샷, 두 개",메뉴문의
qa,케이크 같은 건 없어요?,케이크,케이크는 아직 준비되지 않았습니다,케이크,메뉴문의
qa,커피에다가 생강을 넣나요?,"커피,생강","진저 라테는 커피는 들어가지 않고, 생강청으로 제조합니다","진저라떼, 커피, 생강청, 제조",메뉴문의
qa,진저 라테 생강이 들었어요?,"진저라떼,생강","네, 진저 라테에는 생강이 들어갑니다","진저러떼, 생강",메뉴문의
qa,자몽에이드는 너무 달 지는 않죠?,자몽에이드,"고객님의 입맛에 따라 다르지만, 자몽에이드는 단 맛을 내는 재료가 들어가는 음료입니다","고객님, 입맛, 자몽에이드, 단 맛, 재료, 음료",메뉴문의
qa,생과일주스는 어떤 게 있어요?,생과일 주스,생과일주스는 판매하지 않습니다,"생과일 주스, 판매",메뉴문의
